Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Revenue_Million_USD
2015,12,Middle East,Model S,15775,17830,104361.78,82,482,1140.53,Interpolated (Month),13137,1646.30708
2024,7,Middle East,Model S,9001,9785,93791.27,100,552,745.28,Estimated (Region),5532,844.2152213
2023,4,North America,Cybertruck,9117,9938,72916.37,120,706,965.49,Official (Quarter),13085,664.7785453
2016,2,Europe,Model X,18306,18871,57834.37,120,676,1856.23,Estimated (Region),3685,1058.715977
2020,7,Europe,Cybertruck,4897,5446,107954.75,100,588,431.92,Official (Quarter),3465,528.6544108
2022,12,Asia,Cybertruck,9301,10561,78689.34,82,472,658.51,Interpolated (Month),8725,731.8895513
2023,6,Middle East,Model X,6595,7144,70104.88,60,358,354.15,Interpolated (Month),12144,462.3416836
2015,6,Middle East,Model X,792,796,67670.59,75,439,52.15,Interpolated (Month),13742,53.59510728
2016,10,Middle East,Model X,6991,7968,77791.05,60,332,348.15,Official (Quarter),10404,543.8372306
2017,10,Asia,Model Y,7013,7295,57068.47,60,335,352.4,Estimated (Region),4767,400.2211801
2016,1,Europe,Cybertruck,10790,10922,54224.65,120,674,1090.87,Official (Quarter),4914,585.0839735
2024,5,Asia,Cybertruck,11299,12253,58400.19,75,432,732.18,Estimated (Region),7281,659.8637468
2021,7,Asia,Cybertruck,813,861,51851.28,82,464,56.58,Official (Quarter),14712,42.15509064
2025,12,Middle East,Model 3,11157,12278,50941.08,82,459,768.16,Interpolated (Month),11194,568.3496296
2015,5,Asia,Cybertruck,6406,7281,107577.61,75,448,430.48,Interpolated (Month),11708,689.1421697
2023,9,North America,Model Y,5457,5597,104008.25,75,420,343.79,Official (Quarter),3970,567.5730203
2015,2,Asia,Model Y,10274,11717,59626.47,75,425,654.97,Interpolated (Month),4361,612.6023528
2024,8,Europe,Model S,18033,18341,74337.02,60,352,952.14,Official (Quarter),10295,1340.519482
2024,6,North America,Model S,6762,7330,77857.01,75,437,443.25,Interpolated (Month),3667,526.4691016
2025,1,Middle East,Model 3,11830,12840,71424.14,100,560,993.72,Official (Quarter),6926,844.9475762
2016,11,Europe,Model Y,5425,5434,79542.4,60,338,275.05,Official (Quarter),8832,431.51752
2021,2,Europe,Cybertruck,11280,11681,81309.11,120,664,1123.49,Official (Quarter),14449,917.1667608
2022,6,Middle East,Model S,16010,17048,108006.7,75,443,1063.86,Official (Quarter),5266,1729.187267
2017,12,Middle East,Model 3,6204,6578,111921.08,120,713,663.52,Estimated (Region),13910,694.3583803
2023,10,Europe,Model Y,15912,17626,77442.07,82,488,1164.76,Official (Quarter),9720,1232.258218
2024,8,North America,Model X,15634,17484,103199.8,60,340,797.33,Interpolated (Month),8446,1613.425673
2015,1,North America,Model S,11986,13302,91906.09,82,457,821.64,Estimated (Region),4871,1101.586395
2022,12,North America,Model 3,9044,9524,92232.79,100,565,766.48,Estimated (Region),13917,834.1533528
2016,11,Middle East,Model 3,15241,16019,55019.83,60,342,781.86,Estimated (Region),6734,838.557229
2019,8,North America,Model 3,12337,13508,100473.83,60,337,623.64,Interpolated (Month),11632,1239.545641
2019,8,Europe,Model Y,7734,7815,53963.79,100,556,645.02,Interpolated (Month),9969,417.3559519
2019,11,Europe,Model Y,12351,13295,71004.7,120,669,1239.42,Interpolated (Month),6416,876.9790497
2015,5,North America,Model X,4207,4719,116307.4,75,449,283.34,Official (Quarter),12040,489.3052318
2021,3,North America,Model 3,7810,8201,51801.97,75,425,497.89,Interpolated (Month),12639,404.5733857
2023,11,Asia,Model Y,12368,12414,76864.18,82,456,845.97,Estimated (Region),11524,950.6561782
2017,10,Middle East,Model 3,8175,8433,106631.65,75,418,512.57,Official (Quarter),7111,871.7137388
2021,8,Europe,Model Y,18572,20884,53449.16,82,485,1351.11,Official (Quarter),9580,992.6577995
2024,5,Asia,Model X,11323,12990,54412.36,60,357,606.35,Interpolated (Month),12768,616.1111523
2019,5,Europe,Model 3,7617,8126,100891.3,120,701,800.93,Interpolated (Month),14848,768.4890321
2021,2,North America,Model S,4619,5064,98496.08,82,486,336.73,Official (Quarter),7108,454.9533935
2018,3,Asia,Model S,13913,14741,60942.19,75,440,918.26,Official (Quarter),7325,847.8886895
2022,11,Asia,Model Y,8693,9916,53772.88,75,412,537.23,Official (Quarter),10936,467.4476458
2021,12,Europe,Model Y,1560,1781,58845.91,120,718,168.01,Interpolated (Month),5767,91.7996196
2022,11,Europe,Model 3,13850,15576,52911.72,120,661,1373.23,Interpolated (Month),7476,732.827322
2025,11,North America,Model X,3705,4248,105760.67,120,684,380.13,Interpolated (Month),4816,391.8432824
2023,5,North America,Model S,7465,8189,84588.8,120,697,780.47,Interpolated (Month),9530,631.455392
2016,12,Middle East,Model S,15047,16200,84462.78,60,347,783.2,Estimated (Region),13386,1270.911451
2017,2,Middle East,Model X,16196,17766,118193.61,120,710,1724.87,Official (Quarter),3283,1914.263708
2018,6,North America,Model X,12022,13515,55613.07,100,573,1033.29,Estimated (Region),10561,668.5803275
2023,6,Asia,Model 3,7959,8183,69969.46,82,470,561.11,Interpolated (Month),14452,556.8869321
2016,9,North America,Cybertruck,14749,16340,112318.06,75,415,918.13,Interpolated (Month),11777,1656.579067
2016,8,North America,Cybertruck,3749,4159,118690.8,120,675,379.59,Official (Quarter),10850,444.9718092
2024,5,Europe,Model Y,15642,17561,70333.71,75,425,997.18,Official (Quarter),14231,1100.159892
2021,10,Asia,Model Y,9281,9926,82922.68,100,593,825.54,Interpolated (Month),12153,769.6053931
2025,7,North America,Model S,8011,8218,92091.59,82,480,576.79,Interpolated (Month),6804,737.7457275
2017,11,Europe,Model Y,15907,16243,89961.42,75,419,999.75,Estimated (Region),6343,1431.016308
2020,3,North America,Model S,10598,11956,97822.29,75,414,658.14,Interpolated (Month),12394,1036.720629
2015,4,North America,Model X,11775,12612,56848.39,82,471,831.9,Interpolated (Month),8681,669.3897923
2018,7,Asia,Model X,6137,6259,61111.57,75,448,412.41,Estimated (Region),13555,375.0417051
2025,2,Europe,Model X,16396,17730,105930.73,100,551,1355.13,Official (Quarter),14808,1736.840249
2020,4,North America,Model X,8284,9287,98501.49,100,577,716.98,Estimated (Region),11394,815.9863432
2015,12,North America,Model Y,10185,11376,57488.64,75,441,673.74,Official (Quarter),9495,585.5217984
2016,7,Asia,Model Y,14354,15074,51833.77,60,330,710.52,Estimated (Region),12980,744.0219346
2022,8,North America,Cybertruck,3869,4285,101997.51,82,453,262.9,Official (Quarter),5653,394.6283662
2024,4,Asia,Cybertruck,7394,7735,118945.65,120,708,785.24,Interpolated (Month),4975,879.4841361
2025,7,Europe,Model Y,6151,6333,83574.24,100,594,548.05,Interpolated (Month),9796,514.0651502
2024,7,Europe,Cybertruck,15180,16081,118826.9,100,590,1343.43,Interpolated (Month),4919,1803.792342
2025,10,Middle East,Model X,8887,10011,85859.93,60,353,470.57,Official (Quarter),5152,763.0371979
2015,1,Europe,Cybertruck,2161,2465,112637.91,120,695,225.28,Estimated (Region),14062,243.4105235
2023,2,North America,Cybertruck,10316,11826,73184.97,100,555,858.81,Interpolated (Month),9844,754.9761505
2022,8,Middle East,Model Y,4748,4952,61332.69,100,562,400.26,Estimated (Region),5698,291.2076121
2017,12,Europe,Model Y,13476,15390,111939.86,60,352,711.53,Official (Quarter),6329,1508.501553
2016,1,Middle East,Model S,16295,18414,90507.28,100,571,1395.67,Interpolated (Month),11703,1474.816128
2021,9,Middle East,Model X,10573,11018,118056.08,75,418,662.93,Estimated (Region),11799,1248.206934
2016,8,Europe,Cybertruck,12772,13650,83928.74,120,669,1281.67,Estimated (Region),14348,1071.937867
2021,8,North America,Model 3,5906,5931,92357.11,60,341,302.09,Interpolated (Month),6584,545.4610917
2018,11,North America,Cybertruck,8468,8695,77455.25,120,716,909.46,Interpolated (Month),4694,655.891057
2023,6,Middle East,Model 3,10752,11762,87665.57,82,478,770.92,Official (Quarter),4394,942.5802086
2023,10,Asia,Model Y,15077,15738,95904.41,75,436,986.04,Official (Quarter),5513,1445.95079
2020,2,North America,Cybertruck,9917,10003,68359.2,120,686,1020.46,Estimated (Region),4882,677.9181864
2023,2,Europe,Model 3,6474,7133,100756.72,100,598,580.72,Interpolated (Month),6124,652.2990053
2018,1,Middle East,Cybertruck,8654,8791,74842.84,100,570,739.92,Official (Quarter),11109,647.6899374
2015,3,North America,Model S,14634,16060,109445.64,60,349,766.09,Official (Quarter),9819,1601.627496
2018,8,Europe,Model Y,14958,14989,95456.52,100,583,1308.08,Official (Quarter),12583,1427.838626
2017,3,Middle East,Cybertruck,8191,8781,96370.38,82,455,559.04,Official (Quarter),6466,789.3697826
2024,3,Asia,Model 3,11335,11881,52624.16,82,488,829.72,Official (Quarter),4675,596.4948536
2020,9,Asia,Model 3,10184,11425,87923.22,60,333,508.69,Official (Quarter),12193,895.4100725
2019,10,Europe,Model S,10077,11395,92918.14,60,334,504.86,Interpolated (Month),14548,936.3360968
2019,4,Asia,Model 3,8852,9314,112688.9,75,448,594.85,Official (Quarter),8321,997.5221428
2016,7,Asia,Model X,8511,9241,91143.86,82,458,584.71,Interpolated (Month),7346,775.7253925
2017,10,Europe,Model X,9182,9225,79633.46,120,665,915.9,Interpolated (Month),10282,731.1944297
2016,6,Middle East,Model X,11524,11540,67267.52,82,480,829.73,Estimated (Region),14901,775.1909005
2019,1,Europe,Model X,6901,7866,114585.16,120,690,714.25,Interpolated (Month),6934,790.7521892
2020,8,Asia,Model Y,8893,9242,54689.38,75,413,550.92,Official (Quarter),5936,486.3526563
2019,4,Middle East,Model S,9594,10233,90358.15,60,359,516.64,Estimated (Region),5899,866.8960911
2016,12,Asia,Model S,20577,21279,117482.02,120,714,2203.8,Official (Quarter),11665,2417.427526
2020,10,Middle East,Model 3,12790,13152,90144.42,100,560,1074.36,Interpolated (Month),13339,1152.947132
2024,8,Europe,Model Y,8042,8208,97137.41,82,475,572.99,Official (Quarter),6533,781.1790512
2021,6,Europe,Cybertruck,11325,12940,51554.2,120,678,1151.75,Estimated (Region),14052,583.851315
2020,3,Middle East,Model 3,14117,15703,69062.08,120,667,1412.41,Official (Quarter),6023,974.9493834
2023,9,Asia,Cybertruck,5515,5939,97302.27,82,490,405.35,Official (Quarter),6044,536.6220191
2021,6,Middle East,Model S,8875,9724,70170.65,60,337,448.63,Official (Quarter),11766,622.7645188
2024,7,North America,Model 3,12960,13431,104157.55,60,345,670.68,Estimated (Region),14135,1349.881848
2020,3,Asia,Model S,6935,7126,90385.53,82,457,475.39,Interpolated (Month),7274,626.8236505
2022,1,Middle East,Cybertruck,7872,7975,112547.42,100,569,671.88,Interpolated (Month),6760,885.9732902
2020,3,Asia,Model X,9500,9611,111688.06,75,415,591.38,Official (Quarter),11481,1061.03657
2025,3,Asia,Model Y,10220,10814,92915.06,100,552,846.22,Official (Quarter),9077,949.5919132
2015,4,Middle East,Cybertruck,6410,6747,58194.69,82,456,438.44,Estimated (Region),12138,373.0279629
2019,11,Asia,Model X,499,545,116233.08,120,694,51.95,Official (Quarter),9482,58.00030692
2018,5,Asia,Cybertruck,5386,5479,111829.15,60,342,276.3,Estimated (Region),7647,602.3118019
2022,9,Asia,Model X,12131,13532,82362.99,60,351,638.7,Estimated (Region),11831,999.1454317
2024,8,Asia,Model Y,8752,8801,92387.05,75,430,564.5,Interpolated (Month),4269,808.5714616
2023,10,Europe,Model S,11280,12141,87264.34,120,676,1143.79,Interpolated (Month),13939,984.3417552
2015,7,Asia,Model Y,8461,8784,97705.19,100,588,746.26,Official (Quarter),10147,826.6836126
2019,10,North America,Model S,10325,10402,60493.65,100,576,892.08,Estimated (Region),9909,624.5969363
2018,11,Asia,Model Y,11974,12019,98303.28,100,565,1014.8,Estimated (Region),3668,1177.083475
2018,11,Europe,Model Y,9189,9621,94495.17,120,681,938.66,Official (Quarter),4782,868.3161171
2018,6,North America,Model Y,15956,17939,104842.87,75,422,1010.01,Estimated (Region),14290,1672.872834
2021,5,Asia,Model 3,10336,11854,68779.32,60,331,513.18,Official (Quarter),11460,710.9030515
2020,1,Asia,Cybertruck,15152,16661,73685.75,60,358,813.66,Interpolated (Month),13946,1116.486484
2017,2,North America,Cybertruck,4224,4356,75809.5,60,341,216.06,Interpolated (Month),3628,320.219328
2025,11,Europe,Model Y,8475,9309,95766.33,75,416,528.84,Interpolated (Month),6826,811.6196468
2023,4,Middle East,Model 3,4093,4244,50630.4,100,561,344.43,Estimated (Region),4652,207.2302272
2023,2,Middle East,Model Y,2972,3384,108025.09,75,416,185.45,Interpolated (Month),4297,321.0505675
2020,10,North America,Cybertruck,8208,8804,74849.66,75,424,522.03,Estimated (Region),14566,614.3660093
2018,9,Asia,Cybertruck,14260,14838,67415.43,60,358,765.76,Official (Quarter),6579,961.3440318
2018,6,Europe,Model Y,7570,8501,107843.86,75,434,492.81,Interpolated (Month),7237,816.3780202
2025,9,Asia,Model 3,13486,13929,97497.75,75,434,877.94,Estimated (Region),9635,1314.854657
2022,1,North America,Model Y,12149,12201,98287.47,120,688,1253.78,Official (Quarter),4492,1194.094473
2024,6,Europe,Model 3,12547,14095,66165.83,60,332,624.84,Official (Quarter),14753,830.182669
2024,5,Asia,Model 3,10084,10225,62086.02,82,451,682.18,Interpolated (Month),10123,626.0754257
2024,3,Asia,Model Y,11566,12885,83989.63,82,465,806.73,Official (Quarter),8020,971.4240606
2017,9,Asia,Model X,5933,5952,75229.88,82,483,429.85,Estimated (Region),9794,446.338878
2015,9,Asia,Model X,7909,8216,76578.47,82,475,563.52,Official (Quarter),6216,605.6591192
2015,2,Middle East,Model Y,11172,11180,61256.56,100,577,966.94,Official (Quarter),11302,684.3582883
2025,7,North America,Model 3,6187,6687,98364.44,100,571,529.92,Official (Quarter),13248,608.5807903
2017,12,Asia,Model Y,9237,9445,117765.35,100,572,792.53,Interpolated (Month),9018,1087.798538
2015,5,Asia,Model S,13489,13580,69667.42,120,717,1450.74,Interpolated (Month),13683,939.7438284
2020,1,Europe,Model S,16543,17897,75159.67,75,415,1029.8,Estimated (Region),5320,1243.366421
2024,11,Europe,Model Y,5572,5749,76203.53,100,563,470.56,Official (Quarter),4059,424.6060692
2022,8,Europe,Model X,5100,5665,77782.16,75,422,322.83,Official (Quarter),7505,396.689016
2019,10,Middle East,Model S,10077,10790,84321.87,82,485,733.1,Interpolated (Month),12983,849.711484
2020,7,North America,Cybertruck,9320,9944,50496.76,82,484,676.63,Interpolated (Month),7317,470.6298032
2015,11,Middle East,Model 3,20107,22594,74346.64,120,700,2111.23,Interpolated (Month),9788,1494.88789
2017,2,Asia,Model S,10163,10570,108483.62,82,451,687.53,Official (Quarter),7549,1102.51903
2022,1,North America,Model S,20667,23519,53441.1,82,474,1469.42,Interpolated (Month),13243,1104.467214
2017,1,Middle East,Cybertruck,13497,14260,117485.49,75,415,840.19,Official (Quarter),11244,1585.701659
2024,2,North America,Model Y,6847,7872,80315.33,120,702,720.99,Interpolated (Month),5191,549.9190645
2022,9,Middle East,Model 3,14126,14145,52308.39,82,485,1027.67,Estimated (Region),11208,738.9083171
2020,10,Europe,Model Y,2923,3338,108972.49,75,439,192.48,Estimated (Region),3935,318.5265883
2021,4,Middle East,Cybertruck,10226,10533,64770.47,82,479,734.74,Interpolated (Month),5636,662.3428262
2024,12,Middle East,Model Y,6349,7036,106746.6,120,684,651.41,Interpolated (Month),11957,677.7341634
2023,8,Middle East,Model 3,10874,12275,55370.92,60,333,543.16,Official (Quarter),8942,602.1033841
2021,6,North America,Model S,9313,10131,118325.48,120,691,965.29,Official (Quarter),13863,1101.965195
2020,1,Middle East,Model X,19577,21213,101984.52,60,338,992.55,Interpolated (Month),9779,1996.550948
2020,11,Middle East,Model 3,8660,8911,64726.05,75,413,536.49,Interpolated (Month),13760,560.527593
2024,3,Middle East,Model Y,10989,12555,119912.5,82,466,768.13,Interpolated (Month),6585,1317.718463
2021,12,Middle East,Model 3,8284,9097,99652,100,579,719.47,Interpolated (Month),7286,825.517168
2019,12,Middle East,Model X,14160,15916,89385.88,120,705,1497.42,Estimated (Region),11563,1265.704061
2021,6,North America,Model X,7939,8893,92306.65,60,335,398.93,Official (Quarter),8937,732.8224943
2018,12,Asia,Model Y,11849,13148,103882.26,82,490,870.9,Interpolated (Month),9882,1230.900899
2018,2,Asia,Model S,14166,16177,78014.86,100,589,1251.57,Official (Quarter),6191,1105.158507
2015,12,Asia,Cybertruck,4993,5640,83124.69,100,598,447.87,Official (Quarter),5226,415.0415772
2018,1,Asia,Model X,3922,4416,65486.71,120,682,401.22,Official (Quarter),12700,256.8388766
2025,12,Asia,Model X,13671,15308,67998.03,60,348,713.63,Estimated (Region),8520,929.6010681
2019,10,Middle East,Model 3,3237,3475,90094.08,120,674,327.26,Official (Quarter),12527,291.634537
2024,6,Europe,Model S,9874,11229,119242.89,100,593,878.29,Official (Quarter),14973,1177.404296
2020,1,Europe,Cybertruck,8186,8985,107716.19,60,342,419.94,Interpolated (Month),3877,881.7647313
2019,6,Europe,Model S,14287,16241,80739.15,75,413,885.08,Interpolated (Month),7347,1153.520236
2023,12,Middle East,Model 3,9203,10426,101084.08,60,334,461.07,Interpolated (Month),9789,930.2767882
2019,6,North America,Model X,6397,7290,51725.11,82,479,459.62,Estimated (Region),11703,330.8855287
2019,11,Europe,Model X,10964,12047,119238.77,120,675,1110.1,Official (Quarter),11064,1307.333874
2021,3,Asia,Model X,11349,11618,81896.26,100,580,987.36,Estimated (Region),11302,929.4406547
2024,1,Middle East,Cybertruck,9756,10011,93531.74,60,330,482.92,Interpolated (Month),7794,912.4956554
2018,9,North America,Cybertruck,10028,10999,85739.93,60,333,500.9,Estimated (Region),6744,859.800018
2015,8,North America,Model Y,14575,16529,105201.8,120,669,1462.6,Estimated (Region),6740,1533.316235
2025,10,Asia,Model 3,15394,15397,89197.49,120,695,1604.82,Official (Quarter),14664,1373.106161
2018,7,Asia,Model S,11739,13264,54173.21,100,584,1028.34,Interpolated (Month),4679,635.9393122
2017,12,Middle East,Model X,16989,17788,98373.91,82,462,1177.34,Estimated (Region),5287,1671.274357
2025,6,Europe,Model X,9221,10089,108823.54,120,668,923.94,Official (Quarter),13264,1003.461862
2016,2,North America,Cybertruck,13985,14888,67410,100,580,1216.69,Interpolated (Month),11481,942.72885
2015,4,Middle East,Model S,10084,11453,56390.07,100,565,854.62,Estimated (Region),14400,568.6374659
2016,8,Middle East,Model S,3747,4007,113645.41,120,692,388.94,Estimated (Region),8973,425.8293513
2024,5,North America,Model X,13980,15377,110956.73,100,593,1243.52,Interpolated (Month),9947,1551.175085
2025,4,Asia,Model 3,8438,9651,94711.75,100,592,749.29,Interpolated (Month),9480,799.1777465
2016,8,Middle East,Model 3,11195,12575,76629.4,60,353,592.78,Interpolated (Month),14573,857.866133
2020,9,Europe,Model S,3028,3350,53637.63,82,486,220.74,Official (Quarter),8499,162.4147436
2024,3,North America,Model 3,7874,7878,84682.14,60,333,393.31,Estimated (Region),12052,666.7871704
2022,12,North America,Model Y,14239,15200,72759.3,75,430,918.42,Interpolated (Month),12824,1036.019673
2017,6,Middle East,Model S,11053,11464,65008.45,75,422,699.65,Official (Quarter),5970,718.5383979
2023,10,Europe,Cybertruck,4070,4344,95267.09,100,597,364.47,Official (Quarter),12534,387.7370563
2020,5,Middle East,Model 3,9239,9839,105978.43,100,586,812.11,Official (Quarter),8115,979.1347148
2022,8,North America,Model 3,15396,17005,91077.43,120,709,1637.36,Interpolated (Month),3867,1402.228112
2018,8,Asia,Model X,11344,11779,65445.57,82,456,775.93,Official (Quarter),13309,742.4145461
2021,6,Europe,Model Y,2784,2834,99246.98,60,349,145.74,Interpolated (Month),7487,276.3035923
2015,2,Middle East,Model 3,5052,5602,112797.72,75,445,337.22,Official (Quarter),12358,569.8540814
2024,4,Europe,Model S,9469,10565,114960.61,100,563,799.66,Official (Quarter),7018,1088.562016
2023,12,North America,Model Y,9486,9874,71183.56,75,435,618.96,Estimated (Region),8259,675.2472502
2024,5,Europe,Cybertruck,8761,8977,52950.53,75,429,563.77,Interpolated (Month),12614,463.8995933
2019,1,Middle East,Model X,13208,14709,69734.28,60,339,671.63,Estimated (Region),14095,921.0503702
2021,7,Asia,Model 3,8967,9082,62842.05,60,352,473.46,Interpolated (Month),3263,563.5046624
2019,9,North America,Model X,1930,2093,114172.92,60,354,102.48,Interpolated (Month),8413,220.3537356
2022,11,Asia,Model X,7397,7921,97398.92,60,356,395,Estimated (Region),11990,720.4598112
2017,10,Middle East,Model S,11917,12332,59077.53,60,337,602.4,Official (Quarter),7263,704.026925
2018,1,Europe,Model Y,2368,2385,53693.57,100,584,207.44,Official (Quarter),8495,127.1463738
2016,9,Asia,Model X,11133,11512,108592.88,100,563,940.18,Estimated (Region),10714,1208.964533
2021,4,Middle East,Model 3,8550,8715,82792.29,120,695,891.34,Estimated (Region),3371,707.8740795
2021,11,Europe,Cybertruck,7825,8121,106751.13,60,358,420.2,Interpolated (Month),4631,835.3275923
2018,6,Europe,Model S,128,143,116537.3,82,451,8.66,Official (Quarter),14790,14.9167744
2017,7,Middle East,Model 3,7161,7274,65565.29,100,575,617.64,Estimated (Region),10293,469.5130417
2015,6,Asia,Cybertruck,7201,8144,114461.07,75,414,447.18,Estimated (Region),6322,824.2341651
2016,9,Middle East,Model X,6101,6994,57750.44,60,342,312.98,Estimated (Region),3504,352.3354344
2021,10,Europe,Model S,9675,10252,85954.34,82,483,700.95,Official (Quarter),7483,831.6082395
2025,10,Europe,Model Y,8720,9521,98179.93,100,575,752.1,Official (Quarter),8707,856.1289896
2015,5,Europe,Cybertruck,10050,10998,98702.41,75,429,646.72,Estimated (Region),10530,991.9592205
2023,9,North America,Model X,15098,15229,115038.14,82,460,1041.76,Interpolated (Month),14996,1736.845838
2018,2,Asia,Model Y,11445,11972,88252.1,60,342,587.13,Estimated (Region),4922,1010.045285
2021,10,Asia,Model S,3157,3343,77143.5,100,564,267.08,Official (Quarter),6222,243.5420295
2015,1,Asia,Model 3,8795,9165,87988.73,82,456,601.58,Official (Quarter),12626,773.8608803
2016,3,North America,Cybertruck,13927,15011,83542.73,75,413,862.78,Estimated (Region),7094,1163.499601
2019,6,Europe,Model 3,12163,13001,53857.11,75,428,780.86,Estimated (Region),8628,655.0640289
2019,12,Asia,Model 3,11220,12431,56029.5,60,343,577.27,Estimated (Region),5087,628.65099
2021,1,North America,Model S,10139,10942,106742.27,60,352,535.34,Estimated (Region),10965,1082.259876
2025,4,Asia,Model Y,9751,10553,50245.76,100,552,807.38,Interpolated (Month),5410,489.9464058
2025,4,Asia,Model X,11382,12375,110681.15,82,490,836.58,Official (Quarter),11104,1259.772849
2024,12,Europe,Model Y,6662,7463,114055.37,82,482,481.66,Official (Quarter),12869,759.8368749
2021,7,Europe,Model Y,14909,15392,91361.03,75,446,997.41,Estimated (Region),12573,1362.101596
2024,6,Europe,Cybertruck,9170,9703,62992.28,120,707,972.48,Interpolated (Month),7992,577.6392076
2022,1,Europe,Model X,15237,17350,57875.29,75,416,950.79,Estimated (Region),6996,881.8457937
2018,7,Asia,Model 3,11901,12643,88401.19,75,427,762.26,Estimated (Region),9235,1052.062562
2024,3,Europe,Model X,9744,10496,59151.43,82,459,670.87,Interpolated (Month),10874,576.3715339
2018,9,Middle East,Model S,15810,17649,77518.53,120,668,1584.16,Official (Quarter),3128,1225.567959
2017,1,Middle East,Model 3,8688,9781,50267.39,75,421,548.65,Estimated (Region),11890,436.7230843
2022,6,North America,Model X,15131,16082,63579.58,75,423,960.06,Official (Quarter),9061,962.022625
2016,5,Middle East,Model S,16846,19100,116873.43,60,353,892,Interpolated (Month),6784,1968.849802
2017,2,Middle East,Model S,12872,14359,106500.89,82,455,878.51,Estimated (Region),6186,1370.879456
2020,8,Europe,Model Y,4607,5003,94618.32,82,473,326.87,Interpolated (Month),11859,435.9066002
2019,3,Middle East,Model S,12284,12804,69530.58,75,427,786.79,Official (Quarter),14985,854.1136447
2025,4,Middle East,Cybertruck,11544,11617,91072.84,75,422,730.74,Official (Quarter),3389,1051.344865
2022,6,North America,Model 3,6816,7670,61385.66,82,486,496.89,Official (Quarter),11241,418.4046586
2022,6,Europe,Model S,12296,13578,78661.36,82,486,896.38,Estimated (Region),6575,967.2200826
2023,8,Asia,Model S,7201,7619,92014.18,60,345,372.65,Interpolated (Month),11334,662.5941102
2016,6,Middle East,Model 3,13013,14255,103278.51,120,669,1305.85,Interpolated (Month),8538,1343.963251
2025,6,Asia,Cybertruck,8638,8830,99142.5,82,480,621.94,Estimated (Region),11090,856.392915
2020,6,Asia,Model X,7718,7890,85698.96,60,343,397.09,Interpolated (Month),13809,661.4245733
2021,10,Middle East,Model S,10632,11812,87998.9,60,345,550.21,Official (Quarter),7173,935.6043048
2017,4,Asia,Model S,416,466,108507.81,75,424,26.46,Official (Quarter),11323,45.13924896
2020,2,Europe,Model X,10403,11265,58031.94,60,333,519.63,Official (Quarter),9354,603.7062718
2024,10,Middle East,Cybertruck,11501,12292,91552.48,60,338,583.1,Estimated (Region),10750,1052.945072
2018,12,Middle East,Model X,13653,14025,80124.26,75,418,856.04,Estimated (Region),11479,1093.936522
2022,5,Asia,Model Y,4849,5434,75892.2,75,436,317.12,Interpolated (Month),11704,368.0012778
2023,12,North America,Model 3,5102,5378,109654.99,75,433,331.37,Interpolated (Month),11614,559.459759
2019,3,Europe,Model Y,9962,10229,112379.81,75,429,641.05,Estimated (Region),11516,1119.527667
2019,7,Asia,Model X,8330,8492,95040.03,75,419,523.54,Estimated (Region),4171,791.6834499
2024,10,Asia,Model Y,9150,10087,115850.2,82,478,656.05,Official (Quarter),13455,1060.02933
2019,2,Middle East,Model 3,9029,9256,74835.81,82,467,632.48,Official (Quarter),3688,675.6925285
2021,12,Middle East,Cybertruck,12810,13469,78749.03,60,351,674.45,Estimated (Region),9138,1008.775074
2015,8,Asia,Model Y,15381,16421,57926.66,60,359,828.27,Estimated (Region),13066,890.9699575
2017,6,North America,Model S,9078,10082,99318.81,82,468,637.28,Official (Quarter),7158,901.6161572
2021,2,Asia,Model S,11057,11975,115158.3,75,412,683.32,Official (Quarter),11978,1273.305323
2017,12,North America,Model Y,11318,12678,77446.55,82,481,816.59,Estimated (Region),4505,876.5400529
2020,1,Asia,Model X,10621,10724,82600.79,75,421,670.72,Official (Quarter),8637,877.3029906
2018,9,Middle East,Model 3,11696,12343,75003.46,60,340,596.5,Official (Quarter),9246,877.2404682
2017,1,Europe,Model X,10853,10934,55103.13,120,684,1113.52,Official (Quarter),6543,598.0342699
2017,4,Middle East,Cybertruck,15689,17358,61712.49,75,441,1037.83,Interpolated (Month),10005,968.2072556
2019,10,North America,Model 3,9848,10801,51187.84,75,448,661.79,Interpolated (Month),3535,504.0978483
2019,8,Middle East,Cybertruck,16904,17438,66570.43,100,581,1473.18,Official (Quarter),12959,1125.306549
2017,2,Asia,Model X,249,268,91659.22,75,412,15.39,Official (Quarter),8569,22.82314578
2017,8,Asia,Model Y,1177,1215,96317.9,120,689,121.64,Interpolated (Month),3063,113.3661683
2024,6,Middle East,Model 3,13451,13642,72453.51,82,466,940.22,Interpolated (Month),10471,974.572163
2021,12,North America,Cybertruck,5022,5211,62150.05,60,358,269.68,Official (Quarter),13255,312.1175511
2019,3,Asia,Model X,11583,12335,87487.97,100,573,995.56,Official (Quarter),7670,1013.373157
2023,1,Asia,Model 3,6659,7582,77831.43,120,697,696.2,Estimated (Region),12357,518.2794924
2019,10,Asia,Model S,7860,8594,74924.71,82,483,569.46,Estimated (Region),5804,588.9082206
2025,4,Middle East,Model 3,14345,15265,94878.36,82,490,1054.36,Interpolated (Month),13075,1361.030074
